obj,n,att.M,att.SD,ex.M,ex.SD,cert.M,cert.SD,know.M,know.SD,imp.M,imp.SD,cogaff.M,cogaff.SD,moral.M,moral.SD,self.M,self.SD,conabs.M,conabs.SD,stab.M,stab.SD,resp.time.M,resp.time.SD,cor.ideo,cor.age,cor.big5.EX,cor.big5.AG,cor.big5.CO,cor.big5.ES,cor.big5.OP,gender.diff
DEMOCRATS,31,4.483870967741935,1.5464145141139765,1.3225806451612903,0.9087389347953037,5.935483870967742,0.9638631946829986,5.774193548387097,0.762000762001143,5.225806451612903,1.5429339458610414,2.774193548387097,1.3344081689237077,3.4838709677419355,1.2615061828870937,2.806451612903226,1.2495160353435426,3.967741935483871,1.957615402604947,2.6774193548387095,0.9447079539622655,35.53267741935484,27.408620424223102,-0.4635899079241095,0.09610668497598368,0.07850407485632382,0.08856214597065526,-0.026010756480180926,-0.014588685211869887,0.12877909715244099,0.4864041615397648
DENTAL INSURANCE,31,5.548387096774194,1.5457190274522588,1.935483870967742,0.9978471449732083,5.838709677419355,1.2408807139433504,4.870967741935484,1.543630687348736,6,1.2110601416389966,3,1.8973665961010275,2.4193548387096775,1.4781563640424311,1.903225806451613,1.1648988141945325,3.225806451612903,1.909793661094567,2.5483870967741935,1.206612604979172,28.013354838709677,22.7053465767403,0.12518421833214957,0.37774776013022315,-0.07660026828739429,0.3631564906849417,0.37240449394782416,0.30022343795316275,0.2997808910181626,0.8266489959275003
DENTISTS,34,5.705882352941177,1.0879341492077899,1.8235294117647058,0.86936369051247,5.735294117647059,0.9312365038082192,5.352941176470588,0.9497161598676341,6.117647058823529,0.9459548929714048,3.4411764705882355,1.8122675645417803,2.235294117647059,1.3939006427226193,2.0294117647058822,1.2428046024445667,2.8529411764705883,1.8444405071223429,2,1.1547005383792515,31.58255882352941,22.33744250192349,0.2253933904180458,-0.06618759395186616,0.21571865555991007,0.3629484659855734,0.10891560423569482,0.32882708495459606,0.19315201461115697,0.3589368805745313
DEODORANT,34,6,0.9534625892455924,2.0588235294117645,0.8143105085150718,6.147058823529412,1.0482988511314044,5.205882352941177,1.0668393354005712,5.411764705882353,1.6351748504193215,3.7941176470588234,1.736932366658475,2.323529411764706,1.342105723047185,2.7941176470588234,1.297536401420969,2.676470588235294,1.7875086477484246,2.0294117647058822,1.2181778274338015,35.413558823529414,37.924268267798524,-0.3266552801886868,-0.20393966788269413,-0.14770459638797287,0.09703663705764058,0.26335448821442103,0.18800286307193764,0.2259154837147308,0.24493940651961638
DEPRESSION,68,2.2794117647058822,1.4231097778666009,2.014705882352941,0.9540588401207981,5.573529411764706,1.63283634253715,4.911764705882353,1.5427760801109793,5.5,1.6884153128471433,4.367647058823529,1.5636200989600437,2.514705882352941,1.1653280501397423,2.5588235294117645,1.2741090295338136,4.264705882352941,1.9745972350233596,2.8970588235294117,1.0809021367931366,33.184985294117645,17.766605619492612,0.248938235842366,0.03318643166179338,0.20232969900554484,-0.3007266166056354,-0.46901904406923367,-0.1433874550838191,-0.34665786796263964,0.6818453678628701
DIABETES,69,2.072463768115942,1.4278618381394623,2.3043478260869565,0.6486263273503238,6,1.1245914290767742,5.318840579710145,1.077753022335173,5.550724637681159,1.3989095741290574,3.072463768115942,1.527385699773907,2.3333333333333335,1.1715583722580123,2.101449275362319,1.238416060660123,3,1.6715614398097436,2.5072463768115942,1.2440823266426626,39.71228985507246,33.05005069592154,0.3393455303530757,0.07554510741441679,0.07495571512683566,-0.2232629992704023,-0.35090634375044194,-0.07414811987566625,-0.21297184979687517,0.22467702680655838
DICK CHENEY,33,2.909090909090909,1.2590580894967764,1.2727272727272727,1.0686652677735224,5.0606060606060606,1.4777388541999297,4.242424242424242,1.4367998953904262,4.090909090909091,1.5484596451723478,3.696969696969697,1.4466523529525088,2.606060606060606,1.4348212854610574,1.878787878787879,1.1661254155743648,3.303030303030303,1.928160530221234,2.090909090909091,1.0417424214878037,34.621878787878785,27.882984941265676,0.36631265750314346,-0.06285644672140776,0.32673648697080376,-0.09099907545409004,0.2545781847907577,-0.031108550841912757,-0.2777119210543802,0.5311286101526148
DICTATORSHIPS,69,2.072463768115942,1.6743641513028,2.449275362318841,0.6973949822703219,6.173913043478261,0.9845351506754856,5.478260869565218,0.964192677415456,5,1.7656860023298393,3.2028985507246377,1.7369658310917409,3.869565217391304,1.013338156761527,2.681159420289855,1.3665408629432845,3.8115942028985508,2.016661206336446,2.550724637681159,1.3453212155691772,38.592579710144925,34.7210057569858,0.07675236972714997,-0.04400103987072906,-0.030794911982941736,-0.3424888442417937,-0.24228343663733565,-0.04029873910735024,-0.2622215050309981,0.2438017847309762
DIETING,33,4.636363636363637,1.4538350537926796,1.3636363636363635,0.7833494518006403,5.818181818181818,1.014105068969232,5.393939393939394,0.8992842271563097,5.181818181818182,1.0739688500646054,2.8484848484848486,1.7521631652262748,2.393939393939394,1.1439895634192303,2.4242424242424243,1.1464702086813854,3.484848484848485,1.769908403724825,2.6363636363636362,1.0252494153309055,33.12739393939394,24.217292297988482,0.13818435581600172,0.3462680410441578,0.08642154928809491,-0.196505301165903,0.024036351107608423,-0.10440943738618692,-0.13929245824057515,-0.4692418523450917
DIETS,68,4.720588235294118,1.5914471799047212,1.4264705882352942,0.9972525911048417,5.367647058823529,1.1832716063815747,5.264705882352941,1.2292170431088885,5.117647058823529,1.4302636409167835,3.1911764705882355,1.5478184256692025,2.323529411764706,1.2270724348285502,2.6176470588235294,1.338627184560717,3.6029411764705883,1.7715808429352897,2.7205882352941178,1.1042061812024937,44.46332352941177,69.55050060174598,0.039933621833890466,0.16402901752144977,0.08275895103793042,0.07389084176104946,0.2090657555376564,0.19083976309677425,0.22080833488893917,-0.9912832388516473
DIGIORNO,36,5,1.121223821162776,1.2222222222222223,0.8655670680001344,5.388888888888889,0.8376080835255242,5.222222222222222,1.1240516284815674,2.9444444444444446,1.6893691881789055,4.555555555555555,1.779958979373954,1.6944444444444444,1.1166133604902804,1.6666666666666667,1.1710800875382399,2.138888888888889,1.334225891728507,1.8333333333333333,1.082325538564332,34.02352777777778,23.22246307778756,0.28708133971291866,0.28588107078249275,0.13894630138715564,0.31926525829449565,0.4450987529689981,0.2555453581639777,-0.11342903247346141,-0.39882869441074603
DIGITAL MARKETING,33,5.0606060606060606,1.519444675271897,1.606060606060606,0.8992842271563097,5.393939393939394,1.1973771841872223,5.363636363636363,1.0252494153309055,4.848484848484849,1.787477484494772,3.090909090909091,1.7917107112274775,2.1515151515151514,1.1758298165873144,2.272727272727273,1.2814232144554953,3.787878787878788,1.899960127173327,3.1818181818181817,1.2362884335417406,30.674454545454545,13.180141821815948,0.02498026626822691,-0.2540093437176158,0.041560851954968565,-0.06453467288385105,-0.09478663348193495,0.04805061742474472,0.4303150230164923,0.1462286712496755
DIRT BIKING,31,4.67741935483871,0.9793568220757114,0.8064516129032258,0.8725195256156993,5.451612903225806,1.206612604979172,3.7419354838709675,1.879144165757094,2.870967741935484,1.4774287458029003,3.935483870967742,1.3400369117047422,1.5483870967741935,1.0595190631419948,1.5161290322580645,0.9263177187817537,2.4838709677419355,1.411168965596383,1.7741935483870968,0.9902752957083816,31.470096774193546,19.600555752928436,-0.12540756145333234,-0.026744579130265147,0.4180890440728122,0.4539833795825698,0.2413419070104408,0.49452206109317454,0.34054831557461007,-0.6260176370343263
DISCOVERY CHANNEL,32,5.03125,1.1495967034769894,1.21875,0.9413228509270448,5.03125,1.1495967034769894,4.46875,1.544696963704344,4.3125,1.6350495701275216,3.15625,1.370410228197523,1.90625,1.1175830776653122,1.65625,1.0658746219314068,2.9375,1.7768674864817942,2.5,1.1639753904947558,33.42734375,21.84992821514653,0.04363182694896522,0.12932868835352102,-0.018477747057958013,0.24005592893753927,0.2737089016314484,0.40441241505911446,0.0015550244166473034,-0.15774261028074774
DISCUSSING PROBLEMS WITH FRIENDS,36,5.694444444444445,1.0907256940599408,1.8055555555555556,0.8886408384057868,5.972222222222222,0.8446845940894527,5.611111111111111,0.9936305084394236,5.833333333333333,0.9411239481143202,4.833333333333333,1.1588171308956141,3.2777777777777777,1.0031695800557383,3.111111111111111,0.9495195109039632,4.166666666666667,1.6987390281365427,1.9444444444444444,1.1198072396480807,67.71080555555555,97.16744645899217,-0.14714438312300943,0.1435949343332985,-0.32471178765249115,0.2427255814269836,0.10647790200276785,0.06500932528316603,-0.1452881210144319,0.35729936362809606
DISNEY STORE,36,4.805555555555555,1.1419142936176314,1.0833333333333333,0.8742343589025281,4.972222222222222,1.463579000964243,4.527777777777778,1.463579000964243,3.4444444444444446,1.5756077184818824,4.138888888888889,1.334225891728507,2.0555555555555554,1.2636555689053077,2.0277777777777777,1.1828805304029435,2.7777777777777777,1.6055459438389728,2.3055555555555554,1.0642084770098772,41.35,60.68548908311725,0.19950727274851715,-0.036839840209715195,-0.15560883857087884,0.19002332583711004,-0.02317407387678186,-0.06465634529714016,0.11573584628589373,0.03881584097877711
DISNEY+,35,4.314285714285714,1.3884275611053587,1.0571428571428572,0.9375455171023194,5.457142857142857,1.2682284342122825,5.057142857142857,1.5135244637999772,3.4857142857142858,1.7551843974088772,4.4411764705882355,1.7089989355917787,2,1.212678125181665,1.6571428571428573,1.136114563994762,3.5428571428571427,1.8525476439512274,2.857142857142857,1.0330667407076382,33.506542857142854,26.654958858082118,-0.05670590561336383,-0.16029494516502749,0.18775430093121684,0.05002667212999938,0.041875787335411536,0.03178970075070581,0.20644491546977287,1.1400965256855016
DISTRIBUTING CONDOMS IN SCHOOLS,33,5,1.6770509831248424,1.7878787878787878,0.7398300378117159,5.484848484848484,1.4603341253205575,4.484848484848484,1.3720698807188203,5.515151515151516,1.2021130386015109,3.515151515151515,1.734236361507784,3.515151515151515,1.1489454980875975,2.606060606060606,1.2484839290964547,3.4242424242424243,1.8879602589551348,2.6363636363636362,1.1406736446663277,47.937,33.96589488461183,-0.6296349175910102,-0.133703090961799,0.03523061872892099,0.0038110732829220338,-0.05855019338907358,0.02708839778344728,0.3184494488514183,-0.07129039126833898
DIVORCE,32,2.96875,1.2568361455552564,1.15625,1.1390254748064526,5.375,1.3380293646423316,5.1875,1.281065584682558,4.96875,1.447676113304443,3.71875,1.6111381470973425,2.8125,1.281065584682558,1.78125,0.9413228509270448,3.84375,2.1866069605669876,2.40625,1.073414058942533,34.519375000000004,18.013117979370193,-0.22050699835112603,0.09483991901540922,0.01690113479042704,-0.2108230621671682,-0.17608958293845534,-0.07398119171560479,0.16546579583571655,0.6795709456200653
DIY PROJECTS,34,5.676470588235294,0.8428159235129081,1.6764705882352942,0.8428159235129081,5.588235294117647,1.0764038630051154,4.9411764705882355,1.3013088159930006,5.029411764705882,1.2428046024445667,3.3529411764705883,1.5932119823417603,1.8529411764705883,1.1317016670048712,2.088235294117647,1.2152477502444319,3,1.4564381625088383,2.088235294117647,0.995981229554889,32.300294117647056,21.801649418459576,0.3220276848668345,0.2767099009562403,0.2605774501604545,-0.021373657284945502,0.1726524710309476,0.17694882199833883,0.3694001321685182,-0.07032927731949216
DOCTORS,36,6.222222222222222,0.7215503590428881,2.2222222222222223,0.7215503590428881,6.388888888888889,0.6877614942811737,5.25,1.105182596419511,6.805555555555555,0.4013864859597432,2.9444444444444446,1.3927248614434007,3,1.3309502512973848,1.9722222222222223,0.9705995528865095,2.5,1.5023790657297036,2.5,1.082325538564332,56.47925,71.59177569341128,0.052904446389891203,-0.0954613305505759,0.17191194511414767,0.09962356904058055,0.12478337691071868,0.3760259688684329,0.12816155818601407,-0.8675405390506254
DODGE,34,4.294117647058823,1.2438798481560995,0.8823529411764706,0.9133589649915751,4.9411764705882355,1.3013088159930006,4.470588235294118,1.284766082179166,4.029411764705882,1.5856419045781955,3.411764705882353,1.5976810289390462,2.0588235294117645,1.4129525602833974,1.8529411764705883,1.3954982371068303,2.8823529411764706,1.7014201889999254,2.2941176470588234,1.1422840427076792,32.63958823529412,28.86172837189746,0.14848992572719158,-0.1304745601615589,0.24946683405610443,-0.1278751782673295,0.23059836156399122,0.2378719717462078,0.16632073846814036,-0.24282146558931603
DODGEBALL,33,4.787878787878788,1.2439246298906075,1.0909090909090908,0.9799118698777317,5.121212121212121,1.3171364716112317,4.878787878787879,1.1661254155743648,2.8484848484848486,1.6605950010691222,3.8181818181818183,1.5502932273957373,1.7575757575757576,0.9692233691951198,1.5757575757575757,0.90243777591252206,2.696969696969697,1.4466523529525088,1.7272727272727273,0.8012773892638271,32.546121212121214,24.61519162117875,0.10805580313683884,0.03065630653844111,0.00721464690630891,0.14673059384439782,-0.29857231548517704,-0.05002063981082064,-0.02256603897165664,-0.38064099053111183
DOGS,33,5.757575757575758,1.5213132285607522,1.9393939393939394,1.2732682832820903,6.242424242424242,1.0615526079257398,5.606060606060606,1.4348212854610574,5.242424242424242,1.4367998953904262,4.787878787878788,1.7985684543126195,2.3333333333333335,1.136515141415488,2.484848484848485,1.1214168527250505,2.878787878787879,1.7276714053454971,1.8181818181818181,1.184655684538377,30.05209090909091,14.685426620385506,-0.29842868233190417,0.13338252817987442,-0.15757836739147202,0.22760787092480236,-0.07631990193828339,0.005731833220080351,0.09427870371145645,-0.08757571582002223
DOING A PUZZLE,35,5.885714285714286,0.9000466841300208,1.8857142857142857,0.9000466841300208,6.114285714285714,0.7581490064402818,5.742857142857143,1.2448212048052416,3.8857142857142857,1.6937849813436208,4.371428571428571,1.7836795129848906,1.8571428571428572,1.2161379842101205,2.142857142857143,1.166766702393896,3.4,1.8182085559531327,1.8,1.0516094108276022,43.894914285714286,66.46789225251871,-0.07575155622351595,-0.31418816486980145,0.3548369726912186,0.4623999971656168,0.3305361057153041,0.22058945185559747,0.39761681733262827,0.6073518820667952
DOING ATHLETIC ACTIVITIES,34,6.029411764705882,0.7971652092047723,2.0294117647058822,0.7971652092047723,5.9411764705882355,0.9829200920259886,5.323529411764706,1.1734587114992938,5.647058823529412,0.8486121625899217,3.3823529411764706,1.3487301745638252,1.9705882352941178,0.9369613723044995,2.4705882352941178,1.1608589849278423,2.6470588235294117,1.5152228147216895,2.088235294117647,0.995981229554889,41.474294117647055,54.571230719807936,0.1340710005008077,0.22595135226003973,0.08369374566500401,0.4082464735750818,0.4971100673918601,0.3657517444779907,0.2806213140568135,-0.7018651714101722
DOING CHORES,33,5.2727272727272725,1.4420629162923004,1.696969696969697,0.8833476270999036,5.818181818181818,1.4021088013806529,5.96969696969697,1.42488702369803,5.787878787878788,1.4949409636666209,3.9696969696969697,1.7938235783663428,2.0303030303030303,1.2115292114938996,2.515151515151515,1.2021130386015109,2.6666666666666665,1.7440374613713625,1.5151515151515151,0.9721500694726908,36.798878787878785,27.28747957713113,-0.08463225327921844,0.18477125185641774,0.022078996980188517,0.11434966379977966,0.2795169000612404,0.24648364609167786,0.09940264900544561,-0.3450209073712743
DOING LAUNDRY,32,5,1.481063262354709,1.4375,1.0453429750487975,6.21875,0.9064064103067461,6.3125,0.9651174088696285,5.71875,1.6310371724962358,4.0625,2.0625305471833664,2.125,1.408499544814245,2.40625,1.4336818156017384,2.71875,1.9215983770238372,1.59375,1.1600716051314497,34.0379375,21.853390009314197,-0.21165014511268046,0.02282010956926991,-0.0731387866929038,-0.13558153613666007,-0.04052404123101545,-0.18103092233356055,0.012362767117975217,0.8128489379629036
DOING THE LAUNDRY,36,5.638888888888889,1.312636992094872,1.8611111111111112,0.9607371508460953,6.055555555555555,0.9545214042184236,5.972222222222222,1.0277885027325449,6.111111111111111,1.063089239038158,3.4444444444444446,1.9189944456771317,2.2777777777777777,1.3858697343671664,2.4722222222222223,1.319872528717638,2.611111111111111,1.572582548871719,2.0555555555555554,1.2408394495995603,28.707194444444443,17.15772391801504,0.015268661094103377,-0.07161441419089433,0.11891622216513227,0.3888074862560151,0.5436298551055653,0.43353591392985813,0.4875385128765679,-0.3513997112707021
DOLLAR TREE,36,5.166666666666667,1.424279266355945,1.5555555555555556,0.9693722399999598,5.833333333333333,0.8106434833777776,5.416666666666667,0.9373214115613857,4.694444444444445,1.430673057279474,3.6944444444444446,1.4505062061115954,1.8888888888888888,1.2369958488850032,1.6388888888888888,0.9305229797662258,2.6666666666666665,1.5675276256394517,2.0277777777777777,0.9098229375970787,37.22730555555555,28.438800614471816,0.3733105338616725,0.03592562082800957,0.4329400974040147,-0.08745238529787312,-0.018964853144891238,0.2963294808178951,0.19164110842624674,-0.10882551074728475
DOLPHINS,34,5.9411764705882355,1.1791413535072044,2.1176470588235294,0.8077167926397838,5.9411764705882355,0.8507100944999627,4.647058823529412,1.069759331222667,5.5,0.9613752775282003,3.7058823529411766,1.4674118994711225,2.5,1.3314380468978917,1.911764705882353,1.025955491350248,2.411764705882353,1.4588839042190112,1.6470588235294117,0.7739059899518949,28.70335294117647,16.589337606887568,0.13855255412013925,0.39309683855122446,0.13309873216416046,0.059199414275720244,0.1391387273248116,0.3204439272186759,0.24773300764108755,-0.43326819063844396
DOMINO'S PIZZA,35,4.8,1.2555757994781893,1.3142857142857143,0.6761234037828132,5.685714285714286,1.23124586762946,5.428571428571429,1.1449560558151999,3.1714285714285713,1.7902631138485545,4.542857142857143,1.8525476439512274,1.8,1.1580917366893848,1.8571428571428572,1.2635816774004698,2.742857142857143,1.7378630749362536,2.5142857142857142,1.0395538797520611,29.961085714285716,21.11087339343433,0.08980622090975005,-0.19036080541026196,0.1990197514927346,0.09559617612358273,0.0051261160128637994,-2.5186580881987886e-20,0.19716483272929147,-0.46028948270184766
DORITOS,32,4.5625,1.4354385639823608,1.125,1.0395408415691625,5.71875,1.084624953761705,5.5,1.1071614388213236,3.59375,1.9651705171028602,4.21875,1.7177324700632743,2.0625,1.3897667476606375,2.125,1.3380293646423316,2.6875,1.6151999776318522,2.125,1.4535828926505883,30.728875,30.121281947776048,0.08828814551785713,-0.23009820709136616,0.09592343260251006,4.3615934305139115e-4,-0.1321119273426462,0.15079514174758896,-0.3644853890719138,-0.38549315828966957
DR. PHIL,33,3.727272727272727,1.956922444693569,1.606060606060606,1.1163387125832918,5.2727272727272725,1.4635728388247216,4.757575757575758,1.3699977880981924,3.5454545454545454,2.0780235364840838,4.03030303030303,1.6674240703261514,2.9393939393939394,1.2484839290964547,2.393939393939394,1.579940543568688,3.5757575757575757,1.6961408960914595,2.787878787878788,1.2931931351690995,32.34048484848485,21.980246765734357,0.16750000659121278,-0.05032437254876367,0.16527375033406724,0.11324443888940873,-0.14968840001665276,0.0904656747278371,-0.06491281214002725,0.25851297963472053
DRAG SHOWS,32,4.09375,1.766340759145685,1.34375,1.1247759633553411,5.46875,1.3674646896426081,4.3125,1.3060035073805594,3.03125,1.7317597799590656,3.9375,1.7215428189328765,3.15625,1.1943246168117698,2.125,1.128801819801464,3.625,1.7180258738522556,2.53125,1.190943648622196,34.9054375,25.58831799352789,-0.653571854053599,-0.15669323453433073,-0.004705253571664401,-0.05038715317711071,-0.2977515330149331,-0.25669836854976097,0.11091707634996208,0.4654226338411276
DRAKE,33,4.181818181818182,1.648001544571209,1.2121212121212122,1.111237366564176,4.363636363636363,1.9496503182971976,4.121212121212121,2.1324512854572983,3.6666666666666665,1.9472202409246537,4.515151515151516,1.7161223026275714,2.393939393939394,1.4564381625088383,1.9696969696969697,1.1587937824751349,3.6666666666666665,2.203217344400381,3,1.4577379737113252,31.141606060606062,22.82342034777461,0.036349619928846465,0.03299671392726467,-0.11378840121769682,-0.3331042033063106,-0.26763156606402755,-0.06331783534398937,-0.14099658229726253,-0.3587021529051643
DRAWING,33,5.696969696969697,1.1035411321301214,1.696969696969697,1.1035411321301214,5.9393939393939394,0.9662878045448577,4.636363636363637,1.7467502293219725,5.393939393939394,1.0879853497231113,4.181818181818182,1.1026826791552913,1.7575757575757576,1.275497526220235,1.9090909090909092,1.2590580894967764,3.4545454545454546,1.6787441193290353,1.696969696969697,1.0150384378451045,39.77527272727273,37.75629280851135,-0.13418661970202062,-0.08754071062483587,0.24439646628212103,-0.11766624241259545,0.11871760100532507,-0.3036583575891631,-0.009074883158329604,0.33283333667791154
DRESSING NICE,35,5.857142857142857,0.9744638689724586,1.8571428571428572,0.9744638689724586,6,0.8401680504168059,5.685714285714286,1.0224373581107569,4.885714285714286,1.3453936351913687,4.285714285714286,1.5448477665610743,2.2857142857142856,1.3841843759249062,2.8,1.3460180927024543,3.5428571428571427,1.6863266228674672,2.5714285714285716,1.2434703403760614,35.4622,34.68192403221699,0.11661102268224333,0.01138296483377775,0.40194409023774164,0.33844041570123495,0.3171619477670462,0.01092459135094228,0.1586452395613809,0.10696780680733915
DRINKING ALCOHOL,68,3.1029411764705883,1.3286701451816785,1.3088235294117647,0.9184242336039155,5.544117647058823,1.0711107852649038,5.632352941176471,1.2082355676796417,3.735294117647059,1.9594215340310475,3.4558823529411766,1.6339113727532137,2.3970588235294117,1.2945316202747357,2.338235294117647,1.1539716507245885,2.2205882352941178,1.5046751842204282,2.338235294117647,0.9866314486433884,42.929367647058825,28.54908258708694,-0.17019026408760196,0.10446399088587544,0.06895545733508875,-0.03936602647879394,0.13281259918885832,-0.12855474096997616,-0.00229991971172482,0.7221129570473814
DRINKING COFFEE,34,5.411764705882353,1.3284223283101428,1.6470588235294117,1.011520096451794,5.9411764705882355,0.9515912182772166,5.5588235294117645,1.418304076269586,4.382352941176471,1.7583516020711667,4.794117647058823,1.4094789874428,1.7058823529411764,1.1422840427076792,2.176470588235294,1.2666009927622472,2.735294117647059,1.6932812601647003,2.0588235294117645,0.9191951838952687,29.26385294117647,17.336186085988505,-0.010588028186206948,0.262873798842875,-0.03357595683439085,0.01827403890427412,-0.1130992031009627,0.14460849270224818,0.07858723037424417,0.01567062728254895
DRIVING A CAR,35,5.514285714285714,1.2688908674954853,1.6285714285714286,1.113703791164321,6.114285714285714,1.050810011692061,6.371428571428571,0.8075276096432459,5.828571428571428,1.2244017575393895,3.4571428571428573,1.651075534361789,1.8285714285714285,1.0706159383247373,2.4,1.2649110640673518,2.2857142857142856,1.6372758682969595,2.657142857142857,1.3920542827240683,38.262057142857145,34.65508717256119,0.1312753960409326,0.2504550630035628,-0.017282636921173686,0.2508778506363999,0.17550383562747301,0.16553399938864236,-0.09994492872610566,0.16189418240441797
DRIVING DRUNK,33,1.2424242424242424,0.90243777591252206,2.878787878787879,0.33143398263980844,6.363636363636363,1.6736595722058785,5.090909090909091,1.4000811664783126,5.666666666666667,1.8819316317727024,3.0303030303030303,1.6860613957691548,4.090909090909091,1.1001033009346317,2.242424242424242,1.4367998953904262,2.606060606060606,1.853027825266561,1.7272727272727273,1.0975178606954215,36.54784848484849,17.16554809808227,0.2700002533311879,-0.17588220160333035,0.16815045773047266,-0.3002542771337001,0.11580318160038075,-0.009893997617406615,0.08939384520120168,0.4524209780765692
DRUG ABUSE RESISTANCE EDUCATION (D.A.R.E.) PROGRAM,32,5.125,1.699145895499721,1.8125,0.895778630487862,5.84375,1.1943246168117698,5.21875,1.2632363710059404,5.40625,1.583368703623039,3.84375,1.8158686715338377,3.6875,1.2296734420949118,2.71875,1.3733494492216536,3.5625,1.933365776516811,2.90625,1.2790968335811872,31.88496875,21.567152079156013,0.17126291176572145,0.21601459805051415,0.1046618474484164,0.21715673194898502,0.3624121600352118,0.3467195855299944,0.34459266848057435,-0.12945505605290006
DRUG REHABILITATION,35,5.714285714285714,1.5824669603730337,2.1714285714285713,0.8219673059804997,5.914285714285715,1.1471557812932913,4.6,1.785563018803214,5.571428571428571,1.5583874449479591,3.9714285714285715,1.7570984485745793,3.4285714285714284,1.1449560558151999,2.657142857142857,1.2589177691890094,3.6285714285714286,1.7503901125801893,3.057142857142857,1.0831016774511426,39.12011428571429,41.02670946775113,-0.1319055204368206,0.15026489015070715,0.06282777893788512,0.17157034520167566,-0.052627619249969955,0.23884672208189653,0.25356421060417567,-0.10068879397964053
DRUG TESTING,70,4.871428571428571,1.6587181061571559,1.5285714285714285,1.0730078078437182,5.628571428571429,1.2059205224301557,4.8428571428571425,1.5754982123053094,5.4714285714285715,1.3375451076931468,2.9857142857142858,1.4090068158243017,2.9571428571428573,1.2789909324866313,2.142857142857143,1.1457003969563426,3.3,2.01695709969969,2.914285714285714,1.059708151549108,35.9139,23.66252002588402,0.2576292678184393,0.07828166236958603,0.044929152856260986,0.026054204527522412,0.1411256877062104,0.05890834365635719,-0.03356988448538023,0.21026950339734368
DRUNK DRIVERS,34,1.5588235294117647,1.2837250831570441,2.676470588235294,0.638207159076591,6.588235294117647,0.8569730754521467,5.205882352941177,1.3878130116974405,5.5588235294117645,1.909960755912686,3.2941176470588234,1.732565303587226,4.0588235294117645,0.9515912182772166,2.4411764705882355,1.418304076269586,2.8529411764705883,1.9714992440176613,2.1176470588235294,1.2971929106402524,38.68258823529412,22.957043700391296,-0.1546720562224365,-0.1747246164411006,0.07389480764947245,-0.33577381810227724,-0.38481483910685194,-0.16859437162214727,-0.21349327670559146,0.7495004994450918
DUAL CITIZENSHIP,34,5.352941176470588,1.124987621243047,1.411764705882353,1.0478736639911677,5.235294117647059,1.4367223541779575,4,1.6143297699232972,4.882352941176471,1.094468346991746,3.588235294117647,1.3732872982610238,2.5,1.4195603245905104,2.0588235294117645,1.2045664747770721,4.823529411764706,1.6961737374436567,2.5294117647058822,1.022038785887012,39.899,35.15736033201514,0.08047133291878393,0.0820193661607707,0.23848070039988487,0.45064136857775455,0.30456245478327837,0.17120331801772953,0.10422987061731274,-0.28570257502547025
DUNKIN',69,4.594202898550725,1.2404795156773063,1.0289855072463767,0.907015378505621,4.942028985507246,1.282048658925771,4.36231884057971,1.5336520666538345,3.36231884057971,1.6357316629925225,4.072463768115942,1.6117111894588214,1.681159420289855,1.0217164569140846,1.4927536231884058,0.8848926223625551,3.3333333333333335,1.8760617908633113,2.1449275362318843,0.9743076322798876,37.039565217391306,28.173378790706924,-0.05136029589837797,0.0018259345020878231,-0.12308943010271248,0.21159483260433928,-0.03803653261539137,0.06804334667485416,0.07247238243522058,0.007221107076099887
DURACELL,36,5,1.0954451150103321,1.1111111111111112,0.9791476695218954,5.277777777777778,0.974272215146439,4.916666666666667,1.2276574673510756,4.361111111111111,1.514742369000235,3.5277777777777777,1.5943849886597314,1.7222222222222223,1.058600453728847,1.5833333333333333,1.105182596419511,2.4722222222222223,1.7645090148514582,1.8055555555555556,1.0090857090723107,35.17475,39.08618317540648,0.11753484762928054,0.24883251419600128,0.08233562149271513,0.02450838074617496,0.16198154591156352,0.23778092081220328,-0.03317094745401839,-0.20100756305184167
DWAYNE JOHNSON,32,5.15625,1.1670026397957816,1.40625,0.8370214087522955,5.40625,0.945596756448779,4.9375,1.4797013648139472,3.875,1.7180258738522556,4.40625,1.623603618398721,2,1.3912166872805047,1.96875,1.3556185351724968,3.53125,1.9004986612177137,2.46875,1.135479861613156,55.35884375,92.37914138400382,0.19486153422962207,-0.013260646154039168,0.5281418687419002,0.41970650090144884,0.3400720595664161,0.4507244523766452,0.2288210059064606,-0.05177063703982991
EAGLES,35,5.942857142857143,0.9684085532720269,2,0.8401680504168059,5.828571428571428,1.0706159383247373,4.885714285714286,1.2781288844941074,5.285714285714286,1.2964074471043288,3.3142857142857145,1.6408647033774346,2.0285714285714285,1.0427823157223146,1.8571428571428572,1.0611552290631505,3.057142857142857,1.9394186081955402,1.7714285714285714,0.9727376251564231,32.7986,27.54437497523715,-0.30673444786227766,0.28996579338842904,0.049643236382976345,0.18303010728811533,0.18372580833698526,0.07813570199446589,0.012677557140049964,0.4855711541932688
