obj,n,att.M,att.SD,ex.M,ex.SD,cert.M,cert.SD,know.M,know.SD,imp.M,imp.SD,cogaff.M,cogaff.SD,moral.M,moral.SD,self.M,self.SD,conabs.M,conabs.SD,stab.M,stab.SD,resp.time.M,resp.time.SD,cor.ideo,cor.age,cor.big5.EX,cor.big5.AG,cor.big5.CO,cor.big5.ES,cor.big5.OP,gender.diff
JIFFY LUBE,32,4.59375,1.042929342239073,0.78125,0.9064064103067461,5.125,1.3380293646423316,4.625,1.3619246343602935,4.5625,1.3897667476606375,4,1.4368424162141993,2.25,1.481063262354709,2.28125,1.2504031607910022,3.4375,2.093576966851,2.5625,1.2427207404359506,34.18640625,34.61908419975371,0.060200043626467185,0.32967133830292683,0.17690996082276067,0.13211721355173214,0.15878860891844873,0.22861067545504848,0.44065466051566166,0.3261775216979679
JILL BIDEN,33,4.03030303030303,1.7938235783663428,1.303030303030303,1.2115292114938996,4.7272727272727275,1.5666989036012806,3.878787878787879,1.8499590495058222,3.242424242424242,1.820547703136048,3.484848484848485,1.6978149950968622,2.1818181818181817,1.4242222758084817,1.5757575757575757,0.9364261526644476,3.272727272727273,2.1399872556969712,2.272727272727273,1.1256311360945266,37.06090909090909,32.51945342249355,-0.46803272054546585,-0.07573857914616218,0.11101163503716771,0.10120515079500854,-0.23068109887657387,-0.07436838526396346,0.1835809598443634,0.13915286623742698
JIMMY KIMMEL,69,4.3768115942028984,1.5252911898982582,1.1594202898550725,1.0519336314028491,5.318840579710145,1.3003704633136215,4.695652173913044,1.468335871038717,3.246376811594203,1.6838837907144486,4.3768115942028984,1.456238600312486,2.1159420289855073,1.1052845239769176,1.8985507246376812,1.2264838256557056,3.217391304347826,1.747852171173585,2.1884057971014492,1.0329193681708027,42.092536231884054,53.0639523515174,-0.03301049902068935,0.10768308077433551,0.06928760929414554,0.23279991811483705,0.17611914276149143,0.13367458693165357,-0.023678793575667188,0.4278700286893724
JOE ROGAN,68,3.4411764705882355,1.8152122768933587,1.5,1.1525442329712225,5.014705882352941,1.8324817773834732,4.602941176470588,1.5942031732756579,3.4558823529411766,1.765623846701823,3.6911764705882355,1.5186143816107889,2.6176470588235294,1.1066881042735004,1.9264705882352942,1.1758284024286272,3.176470588235294,1.8842725067566666,2.7205882352941178,1.0051447988848161,48.96573529411765,64.14635928911545,0.5514322238459358,0.15517307919872664,0.1536246757628693,-0.03839072691137103,0.008395325144669643,0.08263238174180758,0.1354248891154354,-0.26064489562811327
JOGGING,35,5.714285714285714,0.8250286473253902,1.7142857142857142,0.8250286473253902,5.6,0.881175685227012,5.314285714285714,1.050810011692061,5.171428571428572,1.2244017575393895,4.057142857142857,1.6077543187874919,2.4857142857142858,1.5023790657297036,2.4285714285714284,1.1952286093343936,3.4571428571428573,2.0050356772952673,2.342857142857143,1.304806885482814,22.56482857142857,13.963303676350494,-0.29472472660719223,-0.3588092644869424,-0.06824437224362882,0.28540285881652533,0.057857890399563044,0.15295712956457166,0.4629999407431663,0.3978132634195368
JOHNSON & JOHNSON,36,4.555555555555555,1.8274798329072033,1.6666666666666667,0.8944271909999159,5.444444444444445,1.2292725943057183,4.944444444444445,1.067559150437361,4.861111111111111,1.5520084274030725,3.8055555555555554,1.9096663050976725,2.7777777777777777,1.1978817282689618,2.111111111111111,1.2369958488850032,3.75,1.5743479375828675,2.638888888888889,1.2456272723360313,31.3795,28.090628418439792,-0.05055843690290211,-0.05660275774231018,0.4798857295433765,0.053875949268637306,-0.20264460046490743,-0.18897053809116546,0.07361302814201397,0.13023628144232163
JOURNALISM,35,5.228571428571429,1.5919967906728345,1.8571428571428572,0.7333587976225691,5.828571428571428,0.9544235798364892,5.257142857142857,1.1717974414110481,5.9714285714285715,1.200140047850159,3.4,1.7012106415899306,3.057142857142857,1.136114563994762,2.5428571428571427,1.2682284342122825,4.171428571428572,1.9476337722796782,3.0285714285714285,1.0706159383247373,29.648657142857143,14.2535173965274,-0.04092416614999436,0.26666581324060756,0.0597804228006622,0.19425425688230905,-0.33583421868783925,-0.1428453184146591,0.09632124636204763,0.28874589923977
JUMPING ROPE,33,5.636363636363637,0.8594395636904107,1.6363636363636365,0.8594395636904107,5.666666666666667,1.050793351076541,5.151515151515151,1.3491018336566583,3.878787878787879,1.7276714053454971,3.4242424242424243,1.4583874448835397,1.878787878787879,1.2931931351690995,1.696969696969697,0.9837698055454996,2.8181818181818183,1.5094399924836663,1.3636363636363635,0.8222751143238883,45.96239393939394,49.77963661914089,-0.01574511321279261,0.22130468978894755,0.23099517588665427,-0.04170648494674145,0.12761600025906988,-0.2792861737090535,0.31801616574654296,0.35506923447594824
JUSTIN TIMBERLAKE,35,4.685714285714286,1.4905867098212697,1.2,1.1061326375099443,5.685714285714286,1.23124586762946,4.685714285714286,1.4505866677562802,3.4857142857142858,2.0774904058875028,4.428571428571429,1.6677867384776799,2.342857142857143,1.6077543187874919,1.8285714285714285,1.1753776435861016,3.3142857142857145,2.0972170435439184,2.2857142857142856,1.0166678146662023,41.77128571428572,37.969758792996295,0.1839825754045755,-0.04897230521160941,0.45041776137351863,0.10462548194115595,0.1899839466229473,0.24536784515401908,0.15107303710357856,-0.572458816955183
KAMALA HARRIS,32,3.96875,1.8047316841051202,1.46875,1.015504800579495,5.15625,1.4167061980569235,4.8125,1.3545026464923717,4.90625,1.2010580013390881,3.71875,1.3255400603576277,2.46875,1.294763024774256,1.96875,1.307160799151623,2.96875,1.616135873399982,2.78125,1.0993949949125246,33.5240625,28.90436963610319,-0.3727959222251431,0.06932895166206107,-0.05689180704659956,-0.017915309073589035,-0.10079110648558588,-0.028620569846942705,-0.006930763822716864,0.45494237761468875
KANYE WEST,33,2.757575757575758,1.4148830126176297,1.4848484848484849,1.1489454980875975,5.424242424242424,1.541717853368099,4.757575757575758,1.2507573463281914,2.6666666666666665,1.7260262647673315,3.515151515151515,1.5435594441341602,2.757575757575758,1.2997668788647985,1.696969696969697,0.9180430438182244,3.212121212121212,2.0272761244705872,2.727272727272727,1.1530591721787111,32.9419696969697,23.168218254600482,0.7271763964511058,-0.001338478118783729,0.26500926856251256,-0.13265042444649167,-0.015964751618472894,0.26836460156239433,0.013015946203964209,-0.3227246526632428
KELLOGG'S,35,4.8,1.2319281873646408,1.2571428571428571,0.7413365173339117,5.228571428571429,1.238730713881191,5.228571428571429,1.238730713881191,4.085714285714285,1.6692976432765785,3.6285714285714286,1.2853407487262412,2.1714285714285713,1.200140047850159,1.8285714285714285,1.01418510567422,2.8,1.4307546342854918,2.142857142857143,0.8792663098842575,45.24562857142857,63.07340541785453,-0.33572473376241774,-0.1478558841476851,-0.12554032785128716,0.025601040634417628,0.17214868668115013,-0.08463536440843564,0.14272368379386985,0.5273835841491241
KETO DIET,34,4.411764705882353,1.3054117441431576,1,0.9211323729436766,4.323529411764706,1.3644976483827547,3.676470588235294,1.5119842117841351,3.588235294117647,1.416732199386032,3.4705882352941178,1.5022265115416549,1.911764705882353,1.2878840306069235,1.7058823529411764,1.1422840427076792,3.6176470588235294,1.7235394498804248,2.911764705882353,1.025955491350248,28.570029411764704,16.842691171787234,0.05003562113359311,-0.33752623905417395,0.010498094827451536,0.1764845368191379,-0.09137334086749525,0.1654206631491509,0.22179930365069123,-0.06813877964273432
KIDS,35,5.428571428571429,1.3992795264983016,1.7142857142857142,1.0166678146662023,5.857142857142857,1.0041928905068676,5.6571428571428575,1.5135244637999772,6.0285714285714285,1.2244017575393895,4.4,1.4183669151113025,3.2857142857142856,1.3627702877384937,3.057142857142857,1.3920542827240683,3.1714285714285713,1.7061431269819947,2.3714285714285714,1.2853407487262412,38.02914285714286,33.96958555751865,0.09136443960048274,0.4558526139779908,0.38096689901854913,0.6095566380045381,0.500314097807922,0.39291643279054034,0.5046604582596004,0.1494754039525535
KIDS' MEALS AT FAST FOOD RESTAURANTS,32,3.75,1.3198240351921795,0.9375,0.9482581654734625,4.9375,1.3897667476606375,4.5,1.6655910507645917,3.78125,1.33765261414503,3.46875,1.4807229054014952,2,1.1913667943625412,1.6875,1.2556324713967086,2.34375,1.358589757444188,2.4375,1.0757592967370206,28.7724375,14.742751436941871,-0.2618304460593341,-0.2266150620530758,-0.26859416689148996,-0.1777489538545112,-0.0045373526671068365,-0.09663175412285593,-0.08321399142314767,0.282466341433016
KITCHENAID,35,5.057142857142857,0.9375455171023194,1.1142857142857143,0.8667528507029444,5.114285714285714,1.3009369603443188,4.285714285714286,1.6192123824550622,3.5428571428571427,1.6331646857424704,3.142857142857143,1.4580982203432207,1.4857142857142858,1.0395538797520611,1.457142857142857,0.9185300642829263,2.942857142857143,1.625945103314253,2.0285714285714285,0.9847577870520567,35.22051428571429,34.35251277338207,0.10588375075733676,0.09231584019669237,0.17169257245943498,0.09396193789019015,-0.030150738038206854,0.2164965061599154,0.14492295971446023,0.14668223969693409
KITTENS,35,6.228571428571429,1.0314385809239868,2.2285714285714286,1.0314385809239868,6.314285714285714,0.9631879839558708,5.828571428571428,1.0427823157223146,4.742857142857143,1.7713879095360283,5.742857142857143,1.2448212048052416,2.6857142857142855,1.3884275611053587,2.942857142857143,1.2112914144648688,3.5714285714285716,2.0903941970737634,1.8285714285714285,1.2715371495513121,24.212285714285713,8.864994846126462,-0.13588853597027734,-0.0029610882971778216,0.11555857845287205,0.4012709515339115,0.3892787875511799,0.39721808847468304,0.3357428867678523,-0.24196443756358135
KNEELING DURING THE NATIONAL ANTHEM,32,4.125,1.80947327926861,1.375,1.157026221578126,5.375,1.5397947077242096,5.46875,1.135479861613156,5,1.5657627225176254,4.0625,1.5849595497026252,3.5625,1.1622419935679933,2.90625,1.3995246888993098,4.09375,2.248431352829589,2.84375,1.2210353882483664,48.8870625,31.17120438433782,-0.490762370669686,-0.2742016956337944,-0.3144604630978187,-0.072725890080335,-0.21071781427326644,-0.38324122006534317,0.14752512798304657,0.4226202508717481
KOHL'S,33,4.424242424242424,1.1734112405264998,0.9090909090909091,0.8427498280790526,4.96969696969697,1.42488702369803,4.424242424242424,1.4796600756234317,3.393939393939394,1.6944651431092117,4.181818181818182,1.7039392861569602,1.878787878787879,1.192622524040396,1.878787878787879,1.192622524040396,3.242424242424242,1.658883341104473,2.1818181818181817,1.1026826791552913,27.713545454545454,17.519711595248417,0.26005715019031206,0.12412112466300529,0.1312196633479049,0.059153657992320106,0.146547984333587,0.0195491175727487,0.18291837659929186,0.5900447869161023
KOURTNEY KARDASHIAN,32,3.09375,1.4670438786673983,1.28125,1.1425600852415145,4.96875,1.6940955337345516,3.375,1.8447834036687378,1.6875,1.2556324713967086,3.84375,1.9026191624756004,2.34375,1.2600403219354632,1.90625,1.3285785515888533,3.28125,1.870559257410433,2.5,1.2951522516054665,41.93340625,51.33638023220732,0.04731416464825989,0.22756028572635684,-0.1788766334149754,0.0021083456247991132,-0.20752336830168558,-0.07574763968621588,-0.29529274359305646,0.22421551711458315
LAND O'LAKES BUTTER,31,4.870967741935484,1.3352137278071743,1.1935483870967742,1.046242637208969,5.741935483870968,1.2901612802406752,5,1.4375905768565218,3.903225806451613,1.7579313355888395,3.838709677419355,1.5726151085277962,1.7419354838709677,1.2101719419290211,1.8064516129032258,1.1949715432793,2.6774193548387095,1.7394845361810214,2.193548387096774,1.0776318121606494,27.90593548387097,18.308758763563564,-0.183666403890286,-0.17299867245946884,0.018843821830511753,0.10402931170017782,0.36897008747575105,-0.007064139310975831,0.1694964008110887,0.7251228277511014
LANDFILLS,72,3.3055555555555554,1.606666471860195,1.4722222222222223,0.9340540476901001,5.402777777777778,1.0702075910541478,4.402777777777778,1.2744479304336218,5.625,0.955893505766305,3.3055555555555554,1.675329598758329,2.4166666666666665,1.2304814127170933,2.0416666666666665,1.2496478377166342,2.8055555555555554,1.5978761334080873,2.8472222222222223,1.1216150606549244,44.42290277777778,61.43538349210006,0.08766291753102004,-0.08153294614166233,-0.0305477713136733,-0.21327949093076495,-0.1365606616300964,0.0610895184202153,-0.14866782730719952,0.009949668545860237
LANDLORDS,33,4.181818181818182,1.5502932273957373,1.2121212121212122,0.96038975673863,5.363636363636363,1.0844982082218317,5.545454545454546,1.1205720941473682,5.636363636363637,1.1677484162422844,3.3636363636363638,1.7467502293219725,2.6363636363636362,1.3185736094872988,2.212121212121212,1.3171364716112317,3.878787878787879,1.9646497104696514,2.787878787878788,1.111237366564176,47.27215151515151,81.9852159226441,0.36200153727423245,0.2579101452307227,0.1553921028649455,-0.04629677817778478,0.08322338166416225,0.20501698310500152,-0.06848825864095184,-0.48797249639383933
LANDSCAPERS,33,5.666666666666667,0.8539125638299665,1.6666666666666667,0.8539125638299665,5.151515151515151,1.3257359305592338,4.545454545454546,1.7869476260321169,4.818181818181818,1.5703213336477,3.9696969696969697,1.9603068714624836,2.242424242424242,1.3699977880981924,2.0303030303030303,1.4466523529525088,3.3636363636363638,1.8677891646640323,2.272727272727273,1.2060453783110545,47.8349696969697,82.40695144846886,0.12861319288260692,0.20711555596578535,-0.07353591786469338,0.35229836292016076,0.12875076788929865,-0.28660058361946605,0.07007648882267352,0.2661552439939165
LAS VEGAS,31,4.225806451612903,1.4991036748527398,1.1935483870967742,0.9099214192705389,5.354838709677419,1.2260610940942596,4.838709677419355,1.003220620254202,3.096774193548387,1.468669209628849,3.5483870967741935,1.524001524002286,1.6774193548387097,0.9447079539622655,1.4516129032258065,0.9251561914047939,2.870967741935484,1.7840391528564419,1.935483870967742,0.771815343674368,30.40074193548387,18.8115705847363,-0.04881735892974015,0.09579413062962215,0.32464471153991126,0.06294080357683347,0.1655088580631917,0.020136113863390315,0.3492252888615548,0.4027746708940983
LATINOS,34,5.352941176470588,1.3900589248721638,1.588235294117647,1.1041971458477855,5.852941176470588,1.0189820512047119,4.705882352941177,1.446613846920935,5.147058823529412,1.3736117607105038,4.088235294117647,1.5833919681421855,2.9705882352941178,1.4031413699623505,2.323529411764706,1.4506129996888593,3.676470588235294,1.5318950085728957,2.8529411764705883,0.988796419932486,28.62670588235294,20.744272470615012,-0.1438278821920633,-0.30108489936267363,-0.19166733515044665,-0.05186204494097994,-0.049988975727298116,-0.03644740435384722,0.03265330188877952,-0.23494935630064528
LAWYERS,32,4.4375,1.2684127749837335,1,0.8798826901281197,5.375,1.157026221578126,5.03125,1.0920349456774014,5.53125,1.1067060978854206,3.53125,1.2177285835627767,2.59375,1.24069114453559,2,1.2443420336765103,3.8125,1.5951033943634116,2.03125,0.9327162898863485,31.35428125,22.44553501720708,-0.05318235631179767,-0.15274613957062683,0.17893588819098885,0.11026072127888335,0.053114180394085116,-0.11361972459715321,0.19193411296796983,-0.29417420270727607
LEADERS,32,4.75,1.4591203713417602,1.1875,1.1198358174592007,5.53125,1.135479861613156,5.5,1.1071614388213236,5.5625,1.2164862143392416,4.3125,1.5951033943634116,3.03125,1.0620848334989004,2.75,1.2443420336765103,4.25,1.5657627225176254,2.75,1.2443420336765103,37.0083125,32.503143131820046,0.2540839030242197,-0.3896333070572997,0.15937466276746093,-0.08409975685170192,-0.09227145849275785,0.1330633980399169,-0.0493748397433738,-0.15195431870805926
LEARNING NEW THINGS,31,6.548387096774194,0.7676244601548058,2.5483870967741935,0.7676244601548058,6.451612903225806,0.9251561914047939,5.935483870967742,1.030711206593704,6.451612903225806,0.8883959206502229,3.903225806451613,2.1190381262839897,2.6774193548387095,1.57875682683546,3.5161290322580645,1.2348000578213862,5.32258064516129,2.0393969169698765,2.225806451612903,1.4767007690423686,37.730387096774194,43.21686795737471,-0.13529265676190458,-0.1745829385199144,0.35183812562812083,0.2671651830661273,0.247246369354007,0.21981712425896774,0.553399155165154,0.15161391376174443
LEMONS,36,5.888888888888889,1.063089239038158,2.0555555555555554,0.6737716630790093,6.111111111111111,0.820375446375544,5.555555555555555,1.0540925533894598,4.861111111111111,1.6239770895248453,4.166666666666667,1.7968225924034427,1.6944444444444444,1.1419142936176314,1.4166666666666667,0.8409178658720822,1.8611111111111112,1.4765360578593163,1.3611111111111112,0.7616815149120597,35.64175,39.38819298606047,0.26674384238774873,0.009256064415734544,0.14561112465150292,0.029145468214117738,-0.006775535833208172,0.16305724461399837,0.415293109609311,-0.26389933145587363
LESBIANS,31,4.806451612903226,1.558190293015366,1.3225806451612903,1.1368698774616073,5.451612903225806,1.5671355967160672,4.451612903225806,1.1786633581425856,4.32258064516129,1.57875682683546,3.5483870967741935,1.689944963155494,3.2580645161290325,1.4368424162141993,2.129032258064516,1.3599493981731077,4.161290322580645,1.7339122275660974,2.838709677419355,1.003220620254202,40.25061290322581,20.057013339772897,-0.5820150401204304,0.015586614395524992,0.13028289662731063,0.3390021887179699,-0.2220390066072816,-0.1823328769482527,0.15332993272811193,0.03967195767176938
LEXUS,34,4.9411764705882355,1.2778100696015213,1.2352941176470589,0.9865404361127634,5.0588235294117645,1.3693877523912965,3.676470588235294,1.6463106271074472,3.911764705882353,1.5248973548927816,4.147058823529412,1.3057530728832418,1.6764705882352942,1.0651671724050364,1.6764705882352942,1.147344450018181,2.4705882352941178,1.3977318015085392,2.0294117647058822,1.1411130695216645,29.859764705882352,20.74672238890647,0.2692193238247107,0.26676574833929206,0.3075158348185267,0.09874565696944744,-0.19016854738545347,-0.09229966195864228,-0.08974303514383071,-0.17392707977327554
LIBERALISM,36,4.527777777777778,1.6985054120963627,1.5833333333333333,0.7699721701835351,5.583333333333333,0.806225774829855,5.5,0.9411239481143202,5.416666666666667,1.250714081749188,3.4722222222222223,1.5021149111666545,3.6944444444444446,1.0090857090723107,3.5555555555555554,1.0808579778370369,5.166666666666667,1.5023790657297036,3,1.0690449676496976,34.160805555555555,21.696379171016986,-0.5035154706348408,0.023362590170575136,-0.0580636277323587,0.06893431403016816,-0.26353139338816484,-0.029819216746534934,-0.07368867520491515,0.2272014513009552
LIGHTNING,69,3.869565217391304,1.5234736187435844,1.173913043478261,0.9694832119277356,5.318840579710145,1.3665408629432845,4.739130434782608,1.357464915731694,4.260869565217392,1.659661321874077,3.4057971014492754,1.717717711004156,1.5507246376811594,1.0646213340081225,1.4782608695652173,0.9331902216428444,2.579710144927536,1.6485804687085588,1.4927536231884058,0.8510061243609912,42.50227536231884,45.31528357028579,0.14393799069758398,0.008271772679057784,0.20759237208599277,-0.09635489253317435,0.037190967712694374,0.056552371012681645,-0.13615847950757837,0.010659653264593772
LIMITING YOUR ALCOHOL INTAKE,31,6.483870967741935,0.8896054459491385,2.5483870967741935,0.6752140242135257,6.548387096774194,0.6752140242135257,5.967741935483871,0.9122817900824991,6.161290322580645,1.003220620254202,3.161290322580645,2.192362108070477,3.3548387096774195,1.4730554888117011,3.6129032258064515,1.3826886695815683,3.4193548387096775,2.0457141140831823,2.3225806451612905,1.194071376263958,38.70477419354839,56.99180995237221,0.1601530330248198,-0.14718023339148978,-0.08701585777800294,-0.11426019224670457,0.224717563477219,-0.07307459194626356,-0.18160159132769638,-0.04405855558431976
LIMITING YOUR SALT INTAKE,33,5.7272727272727275,1.2060453783110545,1.8484848484848484,1.0037807318213263,5.9393939393939394,1.2231974988578587,5.424242424242424,1.2255178250004932,5.96969696969697,1.1035411321301214,3.090909090909091,1.702271210097637,2.484848484848485,1.301950750825759,2.484848484848485,1.3491018336566583,3.121212121212121,1.8499590495058222,2.393939393939394,1.2975793313752038,55.22754545454546,119.87676095789244,-0.3068253428984902,-0.13987640379470162,-0.12588992878046262,0.3470903520251151,0.19898043749143773,0.08801573627329813,0.12487472288186918,0.03949400114257992
LINDSAY LOHAN,34,3.9705882352941178,1.1673667367366674,0.7352941176470589,0.898106544580817,4.9411764705882355,1.4129525602833974,4.117647058823529,1.5718104959867516,2.8823529411764706,1.8710668789749734,4.705882352941177,1.4879192663970409,2.2941176470588234,1.3149354579092554,1.6470588235294117,1.069759331222667,3.8529411764705883,1.7775085209048882,2.2941176470588234,1.000890868773562,32.11941176470588,20.254572184343132,-0.08692351486976484,-0.4031123014195495,0.12583253333433783,-0.33587421679380886,-0.1842060530049735,-0.2320709255129243,-0.1045936405899055,0.058046829511747194
LISTENING TO A BROAD RANGE OF MUSIC,70,5.757142857142857,1.0959175136329242,1.7857142857142858,1.0480189336554027,5.742857142857143,1.1507491483744283,5.357142857142857,1.2042884035837143,4.571428571428571,1.5563933463129445,5.071428571428571,1.2432009709794738,2.085714285714286,1.2711156476292915,2.9714285714285715,1.2273623016296769,3.6285714285714286,1.9274630662182897,2.0428571428571427,1.1848771022397253,35.20184285714286,24.498729406648124,-0.19798896659986323,-0.00837480233252857,0.030207328599195237,0.10373625212678872,0.0929599393433332,-0.010052558896673757,0.21976354079592186,0.09295612339477985
LISTENING TO MUSIC,33,6.575757575757576,0.6628679652796169,2.5757575757575757,0.6628679652796169,6.454545454545454,0.8325754129097365,6,0.82915619758885,5.696969696969697,1.0453721970202912,5.636363636363637,1.1942095141290592,2.272727272727273,1.3293026196263418,3.4242424242424243,0.90243777591252206,2.8181818181818183,1.9914590357095199,2.0606060606060606,1.1163387125832918,37.26466666666666,22.2653446367144,-0.2351529536642205,0.2139125833834431,0.0610759375955262,0.6039680189175081,0.14044252271875243,0.2921909662605777,0.32230115606261467,0.0663744811844921
LIVE THEATER,31,5,1.3416407864998738,1.3225806451612903,1.0128210363202885,5.580645161290323,1.2589464788302718,4.064516129032258,1.6720343670903368,4.645161290322581,1.427080635347893,4.451612903225806,1.6296975113482328,2.096774193548387,1.445794792024498,1.8387096774193548,1.003220620254202,4,1.9321835661585918,2.5806451612903225,1.1187550684693262,25.407451612903227,18.356925256042036,-0.10867036567141647,0.15456626832520903,-0.17782779428237477,-0.040755046471235276,0.0723513510632348,-0.06102299469546767,-0.10740369822635183,0.5440297648885677
LOCAL BOOKSHOPS,33,6.151515151515151,0.9055803429711565,2.1515151515151514,0.9055803429711565,6.212121212121212,0.96038975673863,5.2727272727272725,1.2316839913490207,5.818181818181818,1.210747327442473,4.363636363636363,1.597227711892191,2.4545454545454546,1.0923286218816286,2.727272727272727,1.1798497593106736,2.6666666666666665,1.632993161855452,2.727272727272727,1.1530591721787111,34.99509090909091,22.630966448601512,-0.4072372144818716,0.3531653198865669,0.08438701581533213,0.2844006756663066,0.21150934977415198,-0.14787529506024333,0.36902270329797415,0.17156321321801643
LOCAL GOVERNMENT,69,4.492753623188406,1.4715257028975572,1.2753623188405796,0.8725226774570944,5.159420289855072,1.3892781494866646,4.927536231884058,1.2404795156773063,5.869565217391305,1.0834726777719228,3.2753623188405796,1.551887446371775,2.8115942028985508,1.3314671509592515,2.2028985507246377,1.2075706062042322,3.6231884057971016,1.8558448945978148,2.9565217391304346,1.0769617204499786,32.209739130434784,21.602650974749107,0.11208069660836571,0.12909438016129135,0.29204201043752553,-0.04633329325610572,-0.05553630156889671,-0.02365731982454653,0.029939284140387927,0.22861550629100216
LONELINESS,31,1.8387096774193548,0.7347005827114602,2.161290322580645,0.7347005827114602,6.129032258064516,1.024432704276566,5.483870967741935,1.5026857675938214,5.483870967741935,1.4576457672547534,5.32258064516129,1.5140915158204837,1.935483870967742,1.0934801894552928,2.6129032258064515,1.282638409811035,4.903225806451613,2.005905260469321,1.8709677419354838,0.9913605292348143,31.141354838709677,14.453843812975581,-0.13442286268899598,-0.05879155738763983,-0.11943972396389171,-0.2861140232635423,-0.029391048999996144,-0.038923855083804845,-0.3492613468686002,-0.27763678926742374
LONG HAIR,36,5.138888888888889,1.1748015705465882,1.25,1.0522085616183026,5.694444444444445,0.9803627446568495,5.444444444444445,1.2522994722724945,3.5833333333333335,1.746424919657298,4.888888888888889,1.429840705968481,1.8888888888888888,1.1899046246960368,2.5833333333333335,1.3389761547007262,2.9722222222222223,1.8436936701107234,2.1944444444444446,1.1666666666666667,33.2825,26.018602505021015,0.09533574400307031,0.013048875065882475,0.1694374968081215,0.056644497279049126,0.20740900067882712,0.14129186821276707,0.22069626647314608,-0.21259127999782407
LONG JOHN SILVER'S,35,4.514285714285714,1.3144318515757958,1.0857142857142856,0.8868791472623198,4.9714285714285715,1.2715371495513121,4.314285714285714,1.4505866677562802,3.2,1.471293948316563,3.7142857142857144,1.707620094328543,1.6857142857142857,1.050810011692061,1.6571428571428573,1.1099246700156022,2.7714285714285714,1.6285271997532416,2.342857142857143,1.186761712116016,37.042142857142856,35.12905772345474,0.03766446856068058,-0.11817603606401078,-0.016949245608026294,0.1569085046976678,-0.0011668975277657017,0.07772601676577079,0.3804902027013648,-0.19407709356349692
LONG WALKS ON THE BEACH,34,6.205882352941177,0.9464258687999234,2.2058823529411766,0.9464258687999234,6,1.2792042981336627,5.117647058823529,1.5327674690187016,4.5,1.6376257758774382,4.764705882352941,1.6525246714228865,1.9411764705882353,1.229465921757461,2.3529411764705883,1.1516089651249464,3.088235294117647,1.602415734253519,1.5294117647058822,0.9919461775980272,29.79894117647059,16.94782304057417,-0.026429649977773115,0.32845598836773277,0.18594565761667248,0.4546768931469781,0.4964922946243359,0.25561954346861177,0.26078600742917674,-0.022999884517676396
LOTTERIES,36,4.138888888888889,1.6414763002993509,1.3611111111111112,0.8992942559196955,5.416666666666667,1.3389761547007262,5.111111111111111,1.2369958488850032,3.9444444444444446,1.6893691881789055,3.9166666666666665,1.7788439263425317,2.7222222222222223,1.3225756497101968,2.1666666666666665,1.2761549390929883,3.9166666666666665,1.8727367292662513,2.5555555555555554,1.106976433984403,27.686,16.379415423024106,7.035931908255029e-4,-0.04411168091156593,0.319356694875404,-0.134421460697844,-0.24719550762656264,-0.09684801769341635,0.2477963061063869,0.7930784038161771
LOWE'S,70,5,1.0901402648748688,1.1714285714285715,0.9004254802862113,4.985714285714286,1.2682620442307808,4.714285714285714,1.4953343588376804,4.185714285714286,1.4870733551378952,3.4285714285714284,1.5470535676571862,1.6714285714285715,0.9588856541436874,1.5857142857142856,0.9554247426790848,2.857142857142857,1.5722753224041246,2.0142857142857142,0.9852956172723742,33.85992857142857,28.103031867651655,0.2823237138813093,0.19609809866884512,0.26105320578646807,0.16867826580679185,0.13493153961106524,0.12550792469509328,-0.009070365483393576,0.2634262342399423
LOWERING TAXES,36,5.305555555555555,1.6181019647271826,1.8055555555555556,1.0090857090723107,5.5,1.2761549390929883,4.944444444444445,1.3080944580232388,5.527777777777778,1.206792942616589,3.75,1.9621416870348585,3.361111111111111,1.0994226479066904,2.8333333333333335,1.2983506020002016,4.5,2.0354009783964297,3.0277777777777777,1.133543397899099,36.55802777777778,24.540217516192953,0.29386974965087664,-0.1342144461210686,0.3247057039333854,0.11152358460016912,0.08332208821448397,0.07844190224799302,0.17752333499391676,0.22581698404979592
MACARONI AND CHEESE,33,5.666666666666667,1.3616778865306827,1.9696969696969697,0.8472325715546059,6.03030303030303,1.357498814107412,5.7272727272727275,1.375516431943092,3.6363636363636362,1.9335553686502913,4.96969696969697,1.6674240703261514,1.9090909090909092,1.4440316037840977,2,1.5,2.3333333333333335,1.796988221070652,1.8181818181818181,1.1579762911688178,34.91715151515152,41.6988171625716,0.03061844426649481,-0.08891984490345801,0.0039493816667893625,0.09094308640317415,0.05281268079078915,-0.052280057943750326,0.02658020328431787,-0.08802177883859845
MACAULAY CULKIN,38,4.815789473684211,0.8335940796430429,0.8157894736842105,0.8335940796430429,4.868421052631579,1.2770543096576115,4.2631578947368425,1.200995319799054,3.1052631578947367,1.5029605681510028,4.342105263157895,1.3611663478274934,1.7894736842105263,1.1188288939258573,1.4736842105263157,0.7965073116938678,3.0526315789473686,1.9720666676556653,2.026315789473684,1.1024994234297238,28.926263157894738,17.28110926226328,-0.17765923896480515,-0.09808087211402267,-0.3624854233892771,-0.039803478234224796,-0.031042200863651524,0.11927695302253936,0.021832587182979153,-0.4050252242180559
